"Record Length",1000,"Points",-9.20000000e-009,-2.00000215e-002
"Sample Interval",4.00000000e-011,s,-9.16000000e-009,-2.00000215e-002
"Trigger Point",230,"Samples",-9.12000000e-009,-2.00000215e-002
"Trigger Time",3.96000000e-011,s,-9.08000000e-009,-2.00000215e-002
"",,,-9.04000000e-009,-2.00000215e-002
"Horizontal Offset",-9.20000000e-009,s,-9.00000000e-009,-2.00000215e-002
,,,-8.96000000e-009,-2.00000215e-002
,,,-8.92000000e-009,-2.00000215e-002
,,,-8.88000000e-009,-2.14576721e-008
,,,-8.84000000e-009,-2.14576721e-008
,,,-8.80000000e-009,-2.14576721e-008
,,,-8.76000000e-009,-2.14576721e-008
,,,-8.72000000e-009,-2.00000215e-002
,,,-8.68000000e-009,-2.00000215e-002
,,,-8.64000000e-009,-4.00000215e-002
,,,-8.60000000e-009,-2.00000215e-002
,,,-8.56000000e-009,-2.00000215e-002
,,,-8.52000000e-009,-2.14576721e-008
,,,-8.48000000e-009,-2.14576721e-008
,,,-8.44000000e-009,-2.14576721e-008
,,,-8.40000000e-009,-2.14576721e-008
,,,-8.36000000e-009,-2.14576721e-008
,,,-8.32000000e-009,-2.00000215e-002
,,,-8.28000000e-009,-2.00000215e-002
,,,-8.24000000e-009,-2.00000215e-002
,,,-8.20000000e-009,-2.00000215e-002
,,,-8.16000000e-009,-2.00000215e-002
,,,-8.12000000e-009,-2.14576721e-008
,,,-8.08000000e-009,-2.14576721e-008
,,,-8.04000000e-009,-2.14576721e-008
,,,-8.00000000e-009,-2.14576721e-008
,,,-7.96000000e-009,-2.14576721e-008
,,,-7.92000000e-009,-2.00000215e-002
,,,-7.88000000e-009,-2.00000215e-002
,,,-7.84000000e-009,-2.00000215e-002
,,,-7.80000000e-009,-2.00000215e-002
,,,-7.76000000e-009,-2.00000215e-002
,,,-7.72000000e-009,-2.14576721e-008
,,,-7.68000000e-009,-2.14576721e-008
,,,-7.64000000e-009,-2.14576721e-008
,,,-7.60000000e-009,-2.14576721e-008
,,,-7.56000000e-009,-2.14576721e-008
,,,-7.52000000e-009,-2.00000215e-002
,,,-7.48000000e-009,-2.00000215e-002
,,,-7.44000000e-009,-2.14576721e-008
,,,-7.40000000e-009,-2.14576721e-008
,,,-7.36000000e-009,-2.14576721e-008
,,,-7.32000000e-009,-2.14576721e-008
,,,-7.28000000e-009,-2.14576721e-008
,,,-7.24000000e-009,-2.00000215e-002
,,,-7.20000000e-009,-2.00000215e-002
,,,-7.16000000e-009,-2.00000215e-002
,,,-7.12000000e-009,-2.00000215e-002
,,,-7.08000000e-009,-2.00000215e-002
,,,-7.04000000e-009,-2.00000215e-002
,,,-7.00000000e-009,-2.14576721e-008
,,,-6.96000000e-009,-2.14576721e-008
,,,-6.92000000e-009,-2.14576721e-008
,,,-6.88000000e-009,-2.14576721e-008
,,,-6.84000000e-009,-2.14576721e-008
,,,-6.80000000e-009,-2.00000215e-002
,,,-6.76000000e-009,-4.00000215e-002
,,,-6.72000000e-009,-4.00000215e-002
,,,-6.68000000e-009,-4.00000215e-002
,,,-6.64000000e-009,-2.00000215e-002
,,,-6.60000000e-009,-2.00000215e-002
,,,-6.56000000e-009,-2.14576721e-008
,,,-6.52000000e-009,-2.00000215e-002
,,,-6.48000000e-009,-2.00000215e-002
,,,-6.44000000e-009,-2.00000215e-002
,,,-6.40000000e-009,-2.14576721e-008
,,,-6.36000000e-009,-2.14576721e-008
,,,-6.32000000e-009,-2.14576721e-008
,,,-6.28000000e-009,-2.14576721e-008
,,,-6.24000000e-009,-2.14576721e-008
,,,-6.20000000e-009,-2.00000215e-002
,,,-6.16000000e-009,-2.00000215e-002
,,,-6.12000000e-009,-2.14576721e-008
,,,-6.08000000e-009,-2.14576721e-008
,,,-6.04000000e-009,-2.14576721e-008
,,,-6.00000000e-009,-2.14576721e-008
,,,-5.96000000e-009,-2.00000215e-002
,,,-5.92000000e-009,-2.00000215e-002
,,,-5.88000000e-009,-2.00000215e-002
,,,-5.84000000e-009,-2.14576721e-008
,,,-5.80000000e-009,-2.14576721e-008
,,,-5.76000000e-009,-2.14576721e-008
,,,-5.72000000e-009,-2.00000215e-002
,,,-5.68000000e-009,-2.00000215e-002
,,,-5.64000000e-009,-2.00000215e-002
,,,-5.60000000e-009,-2.00000215e-002
,,,-5.56000000e-009,-2.00000215e-002
,,,-5.52000000e-009,-2.14576721e-008
,,,-5.48000000e-009,-2.14576721e-008
,,,-5.44000000e-009,-2.00000215e-002
,,,-5.40000000e-009,-2.00000215e-002
,,,-5.36000000e-009,-2.00000215e-002
,,,-5.32000000e-009,-2.00000215e-002
,,,-5.28000000e-009,-2.00000215e-002
,,,-5.24000000e-009,-2.00000215e-002
,,,-5.20000000e-009,-2.00000215e-002
,,,-5.16000000e-009,-2.00000215e-002
,,,-5.12000000e-009,-2.14576721e-008
,,,-5.08000000e-009,-2.14576721e-008
,,,-5.04000000e-009,-2.00000215e-002
,,,-5.00000000e-009,-2.00000215e-002
,,,-4.96000000e-009,-4.00000215e-002
,,,-4.92000000e-009,-4.00000215e-002
,,,-4.88000000e-009,-2.00000215e-002
,,,-4.84000000e-009,-2.14576721e-008
,,,-4.80000000e-009,-2.14576721e-008
,,,-4.76000000e-009,-2.14576721e-008
,,,-4.72000000e-009,-2.14576721e-008
